,visitor_id,date_time,location,ins_factor,product_prices,tra_rec_index,ins_rec_index,order_price
244,692acf99-b9fa-4b67-bf7d-632f3b480e5f,2020-12-03 06:51:45,Texas,3,"[10, 12, 17, 23, 24, 25, 20, 27, 28, 11]","[3, 10, 9, 8, 1, 4, 2]","[5, 6, 7]",23
245,5d5b9d62-1847-49e2-9cbb-f2c333c5763c,2020-12-03 06:51:45,California,10,"[18, 17, 19, 22, 13, 26, 28, 25, 27, 16]",[],"[8, 5, 2, 9, 4, 10, 3, 7, 1, 6]",80
246,883a9b34-7392-46dd-a5ab-14a3f5ccf241,2020-12-03 06:51:45,New York,4,"[26, 10, 23, 15, 13, 28, 19, 12, 22, 17]","[1, 7, 6, 8, 10, 2]","[4, 3, 9, 5]",99
247,5db38945-d31f-4ab4-8b9e-ee88d4d9c21a,2020-12-03 06:51:45,Florida,1,"[11, 21, 27, 19, 24, 14, 18, 23, 10, 28]","[8, 3, 10, 9, 4, 7, 1, 6, 2]",[5],26
248,71cf8b70-532c-4edf-97c8-bdf11000c73e,2020-12-03 06:51:45,California,6,"[25, 14, 16, 23, 17, 19, 18, 28, 26, 10]","[7, 9, 8, 6]","[3, 2, 5, 1, 10, 4]",81
249,fd268ddd-11b8-4547-aff6-d3ac45c9903e,2020-12-03 06:51:45,California,7,"[29, 18, 20, 24, 11, 12, 17, 21, 22, 16]","[8, 3, 10]","[9, 1, 6, 4, 7, 2, 5]",45
250,0a8d5582-39e8-43f7-bf3b-18417b903626,2020-12-03 06:51:45,California,7,"[23, 16, 27, 20, 14, 19, 10, 13, 29, 28]","[10, 5, 1]","[6, 9, 4, 7, 8, 2, 3]",59
251,be210483-84f5-4cf7-a3f9-6fbef576d8be,2020-12-03 06:51:45,New York,10,"[19, 24, 22, 12, 11, 16, 25, 21, 13, 10]",[],"[2, 4, 7, 10, 3, 5, 8, 6, 9, 1]",88
252,a73929de-a84b-408a-89a1-e624db8ce4b8,2020-12-03 06:51:45,Florida,3,"[10, 20, 28, 18, 22, 26, 13, 17, 15, 23]","[9, 4, 8, 10, 1, 5, 3]","[7, 2, 6]",72
253,486be529-7df3-445d-b6c9-ee8e65e65b88,2020-12-03 06:51:45,New York,5,"[11, 14, 16, 26, 12, 23, 17, 22, 25, 19]","[9, 5, 3, 7, 2]","[1, 8, 6, 4, 10]",37
254,34f911c8-2cf0-4801-b41b-a97e1bdfc480,2020-12-03 06:51:45,Texas,9,"[21, 24, 14, 18, 11, 13, 16, 28, 10, 12]",[3],"[8, 10, 5, 6, 4, 9, 1, 7, 2]",43
255,34218cb4-9d6f-4d1d-8be4-fac749bf4772,2020-12-03 06:51:45,Texas,8,"[13, 17, 11, 24, 22, 26, 16, 14, 27, 25]","[8, 9]","[1, 4, 2, 3, 7, 5, 10, 6]",37
256,f75c0f83-491b-4f9f-a039-6a11eda70fce,2020-12-03 06:51:45,Georgia,9,"[15, 29, 10, 12, 13, 18, 19, 27, 22, 26]",[4],"[5, 3, 2, 7, 10, 6, 1, 9, 8]",31
257,4aedab39-ccd7-4c3a-9420-c7d73a284274,2020-12-03 06:51:45,California,3,"[11, 20, 10, 28, 19, 21, 25, 27, 13, 23]","[7, 5, 9, 8, 4, 3, 1]","[2, 6, 10]",74
258,f578da74-ccdd-411e-a78a-fe187f6201eb,2020-12-03 06:51:45,Florida,2,"[18, 16, 19, 10, 29, 21, 15, 25, 13, 20]","[6, 7, 10, 3, 2, 5, 8, 4]","[9, 1]",1
259,acb5e6bc-08dd-4b2e-9bf5-240230ae3c25,2020-12-03 06:51:45,New York,6,"[15, 28, 11, 24, 23, 21, 18, 25, 12, 22]","[6, 8, 5, 10]","[7, 3, 1, 4, 2, 9]",28
260,abbdfba4-4082-4c80-9c6e-8ffeba06bc48,2020-12-03 06:51:45,California,4,"[29, 11, 17, 27, 20, 13, 22, 24, 25, 14]","[3, 2, 5, 8, 10, 1]","[6, 4, 7, 9]",14
261,9c94bfbe-170b-44ea-8b24-5b2829834624,2020-12-03 06:51:45,Georgia,9,"[12, 22, 19, 23, 14, 15, 13, 27, 17, 28]",[3],"[8, 4, 7, 6, 9, 1, 2, 10, 5]",38
262,72e77965-26f9-40e7-a9ad-9d9467089675,2020-12-03 06:51:45,Georgia,5,"[27, 16, 13, 26, 23, 15, 19, 18, 10, 12]","[4, 5, 8, 1, 6]","[7, 9, 2, 10, 3]",63
263,4f07cb76-1c54-442b-8334-70968b0f6472,2020-12-03 06:51:45,Georgia,4,"[20, 24, 23, 12, 13, 22, 21, 18, 19, 28]","[3, 9, 4, 2, 1, 8]","[5, 10, 7, 6]",71
264,df5984b0-f88d-4fb3-bd7a-76138a5d6ac3,2020-12-03 06:51:45,Florida,8,"[10, 23, 26, 16, 21, 17, 11, 27, 22, 18]","[10, 7]","[5, 8, 9, 2, 4, 6, 3, 1]",77
265,e209458a-b241-47b4-ad60-d6aac205f6e4,2020-12-03 06:51:45,New York,1,"[24, 13, 12, 14, 28, 17, 15, 20, 18, 11]","[7, 9, 6, 4, 8, 3, 5, 10, 2]",[1],64
266,70a492db-8e89-4d02-897a-ef53cd3e1aa1,2020-12-03 06:51:45,Georgia,6,"[28, 25, 20, 27, 15, 13, 11, 12, 21, 16]","[2, 7, 10, 9]","[1, 8, 5, 3, 4, 6]",18
267,4d0b5d85-38a6-45f9-b58c-284fcf16b6d6,2020-12-03 06:51:45,California,3,"[21, 28, 23, 20, 15, 19, 17, 16, 11, 12]","[1, 3, 10, 7, 2, 6, 5]","[4, 8, 9]",23
268,f527e246-603d-4806-869e-a049f48c44b7,2020-12-03 06:51:45,New York,1,"[21, 13, 12, 19, 16, 23, 11, 10, 27, 14]","[7, 9, 1, 2, 10, 4, 3, 5, 8]",[6],81
269,f98435b4-ffc9-4218-9386-a7bd1f953757,2020-12-03 06:51:45,New York,6,"[12, 17, 18, 27, 19, 10, 15, 13, 21, 23]","[4, 8, 3, 1]","[6, 2, 9, 10, 7, 5]",69
270,c88a842b-9ba6-4feb-9720-bb9b305ffac7,2020-12-03 06:51:45,Georgia,9,"[15, 28, 14, 25, 24, 26, 12, 13, 22, 11]",[1],"[9, 2, 7, 5, 6, 4, 10, 3, 8]",82
271,00fd733d-7d3c-461c-91de-0222a82edc54,2020-12-03 06:51:45,Georgia,2,"[23, 10, 26, 14, 18, 13, 21, 11, 28, 24]","[9, 5, 4, 10, 7, 6, 8, 1]","[3, 2]",49
272,31afbcb8-c82b-4026-8824-984c353cce11,2020-12-03 06:51:45,Florida,9,"[27, 28, 24, 23, 18, 17, 29, 16, 22, 25]",[8],"[5, 1, 10, 9, 4, 7, 6, 3, 2]",85
273,ede9af95-5590-400e-b7eb-0b47648a1614,2020-12-03 06:51:45,California,4,"[23, 19, 28, 17, 25, 13, 26, 27, 18, 11]","[8, 4, 1, 6, 9, 2]","[7, 5, 3, 10]",50
274,2d2eabfe-e349-4cad-a42a-5693e64b7d86,2020-12-03 06:51:45,New York,4,"[16, 25, 10, 28, 14, 18, 13, 11, 15, 17]","[1, 10, 5, 7, 3, 9]","[2, 4, 6, 8]",94
275,e3d818e5-e504-4f98-97c7-c431658c764d,2020-12-03 06:51:45,California,6,"[28, 25, 11, 10, 13, 23, 22, 20, 12, 26]","[7, 9, 6, 10]","[8, 1, 4, 2, 5, 3]",99
276,c6b812c7-abe6-4db4-8ebf-228cdcb61581,2020-12-03 06:51:45,Florida,10,"[29, 19, 12, 15, 23, 26, 14, 22, 25, 21]",[],"[5, 3, 6, 4, 7, 10, 1, 8, 2, 9]",26
277,8c543576-1ee4-48d3-8d06-b0732fb6c882,2020-12-03 06:51:45,California,5,"[22, 28, 18, 26, 23, 10, 16, 15, 13, 21]","[4, 6, 8, 9, 7]","[3, 5, 10, 2, 1]",5
278,50bbe3fb-56c7-48a2-942b-9742ae3a1d0e,2020-12-03 06:51:45,Georgia,10,"[22, 29, 28, 21, 20, 11, 14, 15, 16, 27]",[],"[1, 10, 9, 6, 5, 2, 3, 7, 4, 8]",35
279,68905ccb-e4fa-467c-8080-2929ccb67b42,2020-12-03 06:51:45,Texas,1,"[13, 23, 21, 15, 16, 19, 24, 14, 26, 18]","[8, 1, 6, 10, 3, 2, 9, 5, 4]",[7],97
280,633a28c8-614b-4d3a-9ada-485be4b8d758,2020-12-03 06:51:45,Georgia,10,"[10, 23, 22, 17, 26, 11, 16, 21, 19, 28]",[],"[2, 1, 5, 9, 10, 8, 3, 7, 4, 6]",32
281,cfd40752-7a0d-4bc1-bc1a-fd5dcf2eb59f,2020-12-03 06:51:45,Texas,2,"[19, 10, 23, 12, 16, 24, 26, 29, 14, 18]","[4, 5, 1, 7, 2, 3, 6, 10]","[9, 8]",50
282,5e878cb3-e0f8-4c24-a192-ac0233af619e,2020-12-03 06:51:45,Texas,1,"[21, 17, 13, 16, 26, 22, 29, 11, 20, 19]","[8, 7, 1, 5, 10, 4, 9, 6, 2]",[3],9
283,fbdea329-01d0-494b-9020-8eccd374bf7c,2020-12-03 06:51:45,Texas,8,"[25, 17, 10, 12, 21, 20, 15, 26, 22, 23]","[4, 6]","[1, 7, 5, 10, 3, 2, 9, 8]",7
284,05fe0964-3c68-4b0d-9a0e-0dd20b9c5b0a,2020-12-03 06:51:45,Georgia,1,"[13, 24, 26, 20, 25, 29, 21, 27, 18, 22]","[4, 8, 9, 10, 1, 3, 2, 5, 6]",[7],35
285,78892c93-885a-48c4-a597-e39ac4c161cb,2020-12-03 06:51:45,California,7,"[19, 20, 21, 26, 22, 24, 28, 25, 29, 10]","[1, 10, 8]","[3, 7, 5, 9, 4, 2, 6]",92
286,7b47fc36-5d1a-4b8f-951e-0cc6fce3b73d,2020-12-03 06:51:45,California,7,"[19, 15, 20, 24, 16, 18, 14, 27, 10, 25]","[5, 10, 3]","[8, 4, 1, 6, 9, 7, 2]",3
287,bc8fb946-8c2b-453d-a116-9c7d4366fd10,2020-12-03 06:51:45,Florida,9,"[15, 16, 26, 13, 27, 29, 17, 14, 20, 18]",[8],"[9, 5, 7, 6, 3, 4, 2, 10, 1]",15
288,e9dede38-aeb9-4db0-b511-3417ad6070d5,2020-12-03 06:51:45,Texas,7,"[28, 19, 29, 16, 13, 23, 25, 15, 24, 10]","[1, 8, 9]","[10, 3, 6, 2, 4, 5, 7]",29
289,843687a0-52fb-4b5a-b731-c1709cf12ea2,2020-12-03 06:51:45,New York,3,"[26, 10, 17, 19, 29, 22, 12, 28, 15, 23]","[2, 9, 3, 7, 4, 8, 5]","[1, 6, 10]",15
290,0a5d90ea-6b5c-47e9-a211-cedd571df6f0,2020-12-03 06:51:45,Florida,8,"[13, 19, 29, 16, 15, 11, 21, 17, 14, 26]","[2, 1]","[3, 6, 10, 4, 5, 7, 8, 9]",91
291,cd8b4304-5dc4-4590-97d9-409e35816107,2020-12-03 06:51:45,Texas,2,"[15, 27, 14, 25, 26, 19, 24, 22, 16, 18]","[6, 10, 9, 2, 7, 3, 5, 1]","[8, 4]",90
292,a057a56f-0325-4400-bdcb-bd5a0a948adb,2020-12-03 06:51:45,Texas,10,"[20, 14, 11, 28, 18, 16, 23, 24, 26, 29]",[],"[6, 2, 4, 1, 8, 3, 9, 7, 5, 10]",26
293,be18dc8a-9122-401f-a78d-7c3d3cf8efe1,2020-12-03 06:51:45,Texas,9,"[18, 28, 20, 14, 29, 27, 16, 24, 23, 21]",[3],"[7, 2, 5, 9, 8, 10, 6, 4, 1]",70
294,e1a6d933-4925-4590-8af4-70ce963d3f92,2020-12-03 06:51:45,Georgia,3,"[27, 23, 28, 14, 22, 10, 17, 19, 25, 20]","[7, 3, 4, 8, 2, 9, 10]","[6, 5, 1]",36
295,9648baa4-3125-4dc2-9074-ea8513ade716,2020-12-03 06:51:45,Florida,5,"[14, 27, 17, 20, 18, 24, 15, 11, 29, 13]","[6, 3, 8, 7, 9]","[4, 10, 1, 2, 5]",35
296,fd0bb5d0-8096-4432-86a6-5cb122a92f3c,2020-12-03 06:51:45,California,4,"[28, 14, 27, 21, 15, 13, 10, 23, 17, 12]","[8, 2, 6, 7, 10, 3]","[9, 4, 5, 1]",21
297,b0ea13fe-d4ea-4555-9561-58de82789cc5,2020-12-03 06:51:45,Georgia,10,"[25, 26, 10, 13, 28, 29, 17, 12, 19, 20]",[],"[10, 9, 5, 7, 1, 8, 3, 6, 2, 4]",48
298,cc86e295-d8fe-4808-b4b1-db44db410887,2020-12-03 06:51:45,Florida,8,"[18, 26, 25, 19, 13, 10, 15, 16, 22, 20]","[8, 7]","[1, 2, 6, 3, 5, 4, 9, 10]",82
299,ef05d46c-05d1-42b6-a1d0-f0f91f852952,2020-12-03 06:51:45,New York,3,"[22, 25, 15, 17, 24, 12, 26, 20, 23, 11]","[7, 4, 9, 8, 5, 6, 3]","[2, 10, 1]",34
300,c1fa5d56-4e7b-47c4-bad6-ae33429c4cc2,2020-12-03 06:51:45,New York,10,"[27, 23, 24, 13, 15, 29, 22, 17, 28, 14]",[],"[10, 7, 6, 1, 3, 4, 5, 2, 9, 8]",42
301,d8e5518b-54c3-40b6-8e83-54eabed3dcda,2020-12-03 06:51:45,Georgia,5,"[10, 29, 13, 20, 12, 15, 24, 11, 23, 21]","[1, 6, 7, 5, 4]","[10, 9, 2, 3, 8]",25
302,29fd0861-f284-4ca0-91a5-d9e560dafce0,2020-12-03 06:51:45,California,6,"[29, 12, 24, 14, 10, 22, 27, 23, 11, 21]","[7, 5, 10, 8]","[4, 1, 3, 6, 9, 2]",18
303,542f8a40-6b83-4996-8a94-01fb20fde980,2020-12-03 06:51:45,New York,8,"[19, 21, 18, 25, 20, 27, 17, 11, 10, 29]","[5, 7]","[6, 10, 3, 2, 4, 1, 9, 8]",45
304,3ca3259e-05fb-43f3-bf95-26b669eb87ac,2020-12-03 06:51:45,California,9,"[16, 11, 17, 26, 13, 29, 12, 18, 28, 22]",[7],"[3, 9, 2, 4, 6, 1, 5, 8, 10]",86
305,3c9c60ba-4707-49a4-8d1c-7881cfff129d,2020-12-03 06:51:45,New York,2,"[16, 19, 20, 10, 17, 15, 28, 22, 23, 21]","[10, 9, 2, 3, 7, 6, 8, 5]","[4, 1]",82
306,98c39739-03c0-4750-99ed-b417382aebfe,2020-12-03 06:51:45,Georgia,6,"[26, 22, 11, 14, 29, 20, 21, 12, 13, 19]","[5, 8, 3, 2]","[4, 1, 9, 6, 10, 7]",39
307,54fd0c91-3dc1-4945-a13f-862861aeaf6f,2020-12-03 06:51:45,Georgia,7,"[22, 14, 19, 11, 16, 27, 28, 15, 25, 10]","[6, 9, 5]","[3, 8, 1, 10, 7, 2, 4]",43
308,a3ae0f73-325f-48b6-887e-b6e2a460bdc3,2020-12-03 06:51:45,New York,2,"[25, 26, 12, 19, 24, 13, 21, 23, 10, 27]","[5, 7, 3, 1, 2, 10, 8, 4]","[9, 6]",88
309,bb39c89c-7418-458c-aa11-8936714a2780,2020-12-03 06:51:45,New York,6,"[13, 16, 19, 24, 12, 22, 18, 29, 20, 28]","[7, 4, 8, 2]","[9, 10, 3, 1, 6, 5]",35
310,378409f3-d0c0-4399-8003-55dcdb1e11ed,2020-12-03 06:51:45,New York,5,"[29, 12, 11, 26, 13, 21, 10, 24, 20, 23]","[3, 2, 7, 5, 1]","[4, 9, 6, 8, 10]",37
311,418c7ad8-cf62-4602-b803-a744a97b88dd,2020-12-03 06:51:45,California,10,"[13, 16, 17, 20, 24, 26, 18, 10, 19, 12]",[],"[4, 5, 6, 1, 3, 9, 7, 10, 2, 8]",88
312,56e5945f-0e72-4461-8013-774c6f676f82,2020-12-03 06:51:45,New York,2,"[13, 29, 15, 20, 27, 11, 25, 28, 17, 18]","[3, 4, 2, 7, 5, 1, 6, 9]","[10, 8]",55
313,19056c53-fc4d-40bd-b7bf-1da439ec4fd3,2020-12-03 06:51:45,New York,3,"[11, 17, 14, 19, 26, 28, 15, 12, 27, 24]","[1, 3, 6, 8, 9, 4, 5]","[7, 10, 2]",72
314,abe95fd0-1752-4ec1-aeaf-338bf47217ff,2020-12-03 06:51:45,Florida,5,"[16, 28, 22, 17, 10, 18, 23, 11, 13, 14]","[4, 2, 9, 6, 8]","[3, 10, 1, 5, 7]",76
315,a930f4e4-693e-48c7-83e3-027287c24f2a,2020-12-03 06:51:45,California,9,"[13, 11, 28, 12, 10, 15, 23, 26, 27, 29]",[7],"[9, 10, 2, 4, 5, 3, 1, 8, 6]",32
316,3352b9b6-2179-4468-a81d-9b604229c156,2020-12-03 06:51:45,California,2,"[28, 19, 22, 23, 24, 15, 11, 16, 26, 17]","[4, 5, 1, 7, 10, 6, 2, 3]","[9, 8]",15
317,0004426f-1c89-4277-90da-84684d0e7cc7,2020-12-03 06:51:45,New York,10,"[22, 16, 21, 14, 10, 26, 13, 18, 20, 25]",[],"[5, 6, 9, 4, 2, 7, 10, 3, 8, 1]",46
318,c712e1a8-485a-43d4-8bfc-712252d6e44c,2020-12-03 06:51:45,Texas,5,"[26, 22, 21, 23, 14, 11, 24, 28, 15, 13]","[7, 1, 10, 2, 9]","[8, 4, 6, 5, 3]",44
319,a372fe94-7b62-4020-9827-ff3ebed31fed,2020-12-03 06:51:45,Texas,2,"[10, 18, 20, 11, 29, 26, 22, 25, 16, 28]","[5, 9, 4, 8, 7, 3, 6, 2]","[10, 1]",61
320,73b040fa-c313-4062-aede-e122039beb19,2020-12-03 06:51:45,Texas,5,"[14, 19, 23, 29, 12, 17, 15, 27, 28, 16]","[10, 3, 1, 8, 4]","[5, 9, 6, 7, 2]",62
321,fd5b09c0-d3c4-4ac1-84dd-23db25b65b2c,2020-12-03 06:51:45,Florida,10,"[16, 18, 14, 10, 15, 21, 19, 25, 17, 29]",[],"[5, 3, 9, 4, 6, 10, 8, 2, 7, 1]",82
322,8be0284d-5eb3-41b5-b923-17ae155b2e21,2020-12-03 06:51:45,Georgia,9,"[12, 29, 10, 19, 13, 17, 20, 21, 28, 18]",[4],"[8, 10, 9, 2, 5, 6, 3, 7, 1]",1
323,0022f279-57d4-40fb-b377-93258ab939e1,2020-12-03 06:51:45,Florida,9,"[16, 15, 18, 23, 25, 28, 24, 10, 19, 12]",[1],"[8, 9, 6, 5, 3, 2, 4, 10, 7]",2
324,24169c38-fffe-4bdf-b102-4ed646ba8ce7,2020-12-03 06:51:45,New York,1,"[11, 20, 22, 16, 15, 29, 24, 21, 13, 23]","[1, 8, 9, 10, 4, 2, 3, 7, 5]",[6],36
325,3c5632cd-0e9b-4af0-92b1-594266a243ef,2020-12-03 06:51:45,Florida,1,"[26, 28, 21, 23, 11, 19, 16, 13, 14, 12]","[10, 2, 1, 4, 3, 7, 5, 8, 6]",[9],95
326,edd60c11-2859-4788-9ffd-382ba1ab4922,2020-12-03 06:51:45,California,2,"[14, 21, 25, 29, 16, 28, 26, 23, 12, 10]","[6, 8, 5, 9, 7, 1, 4, 2]","[10, 3]",64
327,ba019f5f-8d7e-423b-8e2f-dcec59c4b1f9,2020-12-03 06:51:45,Texas,5,"[14, 21, 28, 25, 16, 27, 15, 12, 13, 22]","[10, 4, 9, 3, 2]","[7, 6, 8, 5, 1]",96
328,9285ef3e-94d3-4e91-a410-29438bbfd050,2020-12-03 06:51:45,New York,10,"[23, 20, 28, 19, 17, 24, 10, 22, 29, 15]",[],"[2, 7, 1, 4, 9, 6, 3, 5, 8, 10]",62
329,f109e137-2ffa-4840-b587-a9fb2f486579,2020-12-03 06:51:45,Texas,9,"[19, 27, 29, 21, 20, 26, 10, 17, 18, 14]",[10],"[3, 6, 7, 5, 2, 1, 4, 9, 8]",46
330,df2308f9-7e52-4aab-802e-f7621aa0cda6,2020-12-03 06:51:45,Florida,1,"[27, 11, 22, 23, 12, 21, 18, 25, 26, 24]","[1, 3, 7, 2, 5, 6, 9, 8, 4]",[10],66
331,bb1d5a15-4d3c-4b27-99e4-0d1f58aa5b58,2020-12-03 06:51:45,New York,8,"[18, 24, 25, 22, 12, 28, 11, 14, 19, 29]","[4, 8]","[9, 6, 2, 1, 7, 5, 10, 3]",34
332,789da253-73a9-4098-90ab-89cc609d98c1,2020-12-03 06:51:45,Texas,10,"[16, 12, 17, 13, 15, 19, 10, 18, 21, 28]",[],"[9, 2, 6, 3, 1, 5, 4, 10, 7, 8]",48
333,161e231c-ffc1-4f6c-8da2-cde6bab1e7f8,2020-12-03 06:51:45,Texas,8,"[11, 16, 28, 14, 19, 15, 17, 24, 18, 13]","[8, 10]","[9, 6, 1, 5, 3, 7, 2, 4]",43
334,d41a14ec-50bd-4b72-916c-18a0b3fe9876,2020-12-03 06:51:45,California,8,"[11, 26, 16, 12, 22, 10, 28, 24, 13, 25]","[8, 2]","[9, 6, 4, 7, 1, 5, 10, 3]",4
335,e4105988-72c3-4a5f-a390-e6ba9f28dfbe,2020-12-03 06:51:45,Georgia,1,"[29, 18, 17, 24, 10, 13, 26, 19, 12, 14]","[10, 4, 1, 6, 9, 2, 7, 3, 5]",[8],58
336,adaae794-5ca9-4285-bc14-53debc58dfda,2020-12-03 06:51:45,New York,9,"[21, 12, 28, 25, 13, 24, 29, 26, 10, 15]",[8],"[10, 7, 6, 5, 3, 2, 4, 1, 9]",76
337,2f957b6c-0a7a-4435-b500-6eaaa677fc6e,2020-12-03 06:51:45,Florida,6,"[13, 21, 20, 27, 18, 23, 11, 29, 14, 22]","[8, 1, 10, 7]","[6, 9, 5, 4, 2, 3]",93
338,7b6f9b30-7121-47fa-bc10-96201e4214d5,2020-12-03 06:51:45,California,5,"[19, 14, 24, 16, 13, 21, 29, 26, 15, 27]","[10, 5, 2, 3, 6]","[9, 7, 4, 8, 1]",78
339,4e844bdd-b06c-441c-8430-107fff425b30,2020-12-03 06:51:45,Florida,6,"[27, 11, 14, 26, 19, 10, 29, 13, 24, 18]","[7, 10, 5, 8]","[6, 1, 9, 4, 3, 2]",22
340,b19ef782-2032-40f8-a31f-07310f47c1e8,2020-12-03 06:51:45,California,3,"[22, 10, 29, 23, 28, 17, 12, 19, 24, 25]","[8, 9, 10, 3, 2, 7, 1]","[6, 5, 4]",51
341,a3673c77-2526-46d8-bf19-7c931d734c21,2020-12-03 06:51:45,Florida,10,"[12, 25, 21, 14, 11, 24, 27, 10, 26, 13]",[],"[2, 8, 7, 1, 4, 9, 3, 10, 6, 5]",77
342,6aedc726-5143-4435-ac22-e635c13763b6,2020-12-03 06:51:45,Georgia,7,"[28, 18, 13, 17, 12, 29, 15, 11, 16, 19]","[10, 6, 1]","[9, 8, 4, 5, 2, 3, 7]",0
343,f2eb9a85-3469-4c19-ad2d-42d2d5981abe,2020-12-03 06:51:45,Georgia,5,"[25, 13, 26, 29, 10, 16, 21, 17, 11, 27]","[6, 1, 9, 2, 8]","[10, 7, 5, 3, 4]",84
344,86005931-e47a-4b49-ba34-9e809172d8e8,2020-12-03 06:51:45,Florida,2,"[21, 23, 18, 15, 20, 19, 14, 29, 26, 24]","[8, 4, 7, 3, 6, 9, 1, 2]","[5, 10]",85
345,472fd312-e7b6-4095-929e-bec70734570f,2020-12-03 06:51:45,Florida,9,"[26, 17, 14, 16, 10, 24, 22, 13, 12, 18]",[2],"[1, 5, 8, 6, 7, 9, 4, 3, 10]",25
346,b1647622-03f2-4030-bab8-1f6b82cbc9ec,2020-12-03 06:51:45,Florida,2,"[10, 24, 28, 13, 20, 11, 26, 15, 12, 16]","[5, 1, 4, 8, 2, 3, 6, 9]","[7, 10]",97
347,6e7c6144-e93d-4513-a57e-c2d9e4309261,2020-12-03 06:51:45,Florida,9,"[26, 10, 13, 22, 16, 23, 18, 20, 24, 19]",[4],"[1, 7, 9, 10, 3, 2, 5, 8, 6]",38
348,3967c7f6-b97e-4609-be27-0b16092b3c9b,2020-12-03 06:51:45,New York,8,"[26, 16, 21, 15, 22, 24, 12, 20, 13, 11]","[1, 6]","[10, 4, 3, 5, 9, 2, 8, 7]",23
349,86ef4651-1b09-4103-b081-a6f4ac10c47f,2020-12-03 06:51:45,New York,4,"[23, 21, 17, 25, 19, 10, 24, 14, 16, 27]","[10, 7, 3, 6, 4, 2]","[1, 8, 9, 5]",35
350,f6fbd6a6-3f84-4fc7-bed6-7226268cc0f9,2020-12-03 06:51:45,Georgia,2,"[17, 11, 18, 14, 28, 27, 16, 20, 15, 24]","[5, 3, 9, 6, 2, 8, 1, 10]","[7, 4]",76
351,6573e790-f009-4c8f-b6b1-eca0ecedc681,2020-12-03 06:51:45,Georgia,5,"[11, 13, 18, 16, 15, 10, 22, 24, 27, 14]","[3, 7, 1, 4, 5]","[10, 8, 2, 6, 9]",56
352,7b7589b2-ae8d-4107-ae04-612476c90c8e,2020-12-03 06:51:45,California,2,"[22, 26, 20, 28, 14, 18, 16, 12, 25, 13]","[6, 7, 5, 3, 2, 1, 9, 10]","[4, 8]",77
353,67d18049-9ecb-4e74-9ae0-a43b7389b140,2020-12-03 06:51:45,Georgia,2,"[11, 10, 20, 22, 18, 17, 24, 23, 21, 15]","[10, 1, 7, 6, 3, 9, 4, 5]","[2, 8]",88
354,ac8401ad-bda8-40ea-8fef-b41fa4f0f6af,2020-12-03 06:51:45,New York,4,"[22, 10, 24, 29, 12, 23, 21, 20, 13, 28]","[2, 7, 10, 1, 8, 5]","[4, 9, 3, 6]",99
355,309a3012-a02f-4316-8103-92ffb3b39532,2020-12-03 06:51:45,New York,3,"[20, 13, 10, 28, 25, 22, 24, 15, 18, 29]","[4, 9, 2, 5, 6, 10, 8]","[7, 1, 3]",15
356,55e661ca-462b-43ec-b372-b3c9fa7a73e5,2020-12-03 06:51:45,New York,9,"[11, 26, 10, 23, 17, 15, 29, 16, 12, 24]",[9],"[5, 6, 1, 10, 7, 2, 8, 4, 3]",80
357,bb30122e-1947-40fc-b736-1fbd2a127655,2020-12-03 06:51:45,New York,1,"[19, 11, 13, 27, 15, 21, 26, 22, 20, 17]","[4, 7, 2, 9, 1, 8, 10, 5, 3]",[6],14
358,b744e463-e571-4932-a069-ab80144e763e,2020-12-03 06:51:45,Georgia,8,"[22, 20, 14, 26, 16, 15, 18, 19, 25, 28]","[2, 3]","[1, 9, 6, 5, 8, 10, 4, 7]",12
359,97632ede-b1df-4d40-9ebd-9ed18a2189f4,2020-12-03 06:51:45,Texas,8,"[17, 10, 27, 14, 29, 26, 23, 11, 15, 22]","[8, 7]","[10, 5, 2, 4, 9, 6, 3, 1]",15
360,a4b6266d-4cba-4ac7-9ed5-fc276ff505d0,2020-12-03 06:51:45,Georgia,7,"[28, 22, 18, 16, 25, 10, 26, 15, 14, 20]","[9, 8, 2]","[6, 5, 4, 10, 7, 3, 1]",98
361,37600728-80a4-49d8-b378-63d5c2257f83,2020-12-03 06:51:45,Florida,6,"[20, 27, 19, 18, 14, 13, 12, 15, 17, 23]","[3, 8, 7, 10]","[5, 9, 6, 1, 4, 2]",50
362,1c87c3d0-aaa4-4296-b1bb-a037845a3b2a,2020-12-03 06:51:45,Texas,1,"[20, 12, 24, 26, 23, 17, 22, 18, 15, 21]","[6, 9, 2, 1, 10, 5, 3, 4, 8]",[7],69
363,de6062fc-dae2-41a6-a677-6f052fbf1eac,2020-12-03 06:51:45,Georgia,1,"[15, 14, 28, 21, 24, 12, 26, 29, 11, 27]","[2, 4, 7, 10, 1, 8, 5, 9, 3]",[6],71
364,b0618d02-01d0-4ca2-ace7-80254b6ec2f3,2020-12-03 06:51:45,California,9,"[22, 12, 20, 24, 16, 27, 21, 18, 26, 14]",[1],"[9, 10, 5, 3, 6, 4, 2, 8, 7]",59
365,34acf3de-4f07-4808-85a8-37abe5e43b10,2020-12-03 06:51:45,California,2,"[24, 20, 25, 22, 18, 12, 17, 10, 27, 23]","[7, 4, 6, 1, 3, 5, 8, 10]","[2, 9]",76
